Signal Legend:

Key        Signal Name

0        = cmos_href
1        = cmos_db[7..0]
2        = vga_out_r[4..0]
3        = vga_out_g[5..0]
4        = vga_out_b[4..0]
5        = MedianSeletor:median_m0|Median[7..0]
6        = erode:erode_m0|erode
7        = dilate:dilate_m0|dilate
8        = mark:mark_m0|location[11..0]
9        = mark:mark_m0|v_cnt[11..0]
10       = mark:mark_m0|v_cnt_temp[11..0]
11       = video_timing_data:video_timing_data_m0|h_active_cnt[11..0]
12       = video_timing_data:video_timing_data_m0|color_bar:color_bar_m0|active_x_delay[11..0]
13       = video_timing_data:video_timing_data_m0|color_bar:color_bar_m0|h_cnt_delay[11..0]
14       = video_timing_data:video_timing_data_m0|color_bar:color_bar_m0|v_cnt_delay[11..0]
15       = video_timing_data:video_timing_data_m0|color_bar:color_bar_m0|active_y_delay[11..0]
16       = video_timing_data:video_timing_data_m0|color_bar:color_bar_m0|v_active_cnt[11..0]
17       = mark:mark_m0|loc_val
18       = sobel:sobel_m0|abs_g[10..0]

Data Table:

Signals-> 0 1   2   3 4  5   6 7 8   9    10   11   12   13  14   15   16   17 18  

sample

-64       1 6Bh 00h 7 31 67h 1 1 767 0EBh 000h 1024 1024 19  110h 0EBh 0EBh 0  0   
-63       1 6Bh 00h 7 31 67h 1 1 767 0EBh 000h 1024 1024 20  110h 0EBh 0EBh 0  0   
-62       1 6Bh 00h 7 31 67h 1 1 767 0EBh 000h 1024 1024 21  110h 0EBh 0EBh 0  0   
-61       1 6Bh 00h 7 31 67h 1 1 767 0EBh 000h 1024 1024 23  110h 0EBh 0EBh 0  0   
-60       1 6Bh 00h 7 31 67h 1 1 767 0EBh 000h 1024 1024 24  111h 0EBh 0EBh 0  0   
-59       1 6Bh 00h 7 31 67h 1 1 767 0ECh 000h 1024 1024 25  111h 0ECh 0ECh 0  0   
-58       1 6Bh 00h 7 31 67h 1 1 767 0ECh 000h 1024 1024 27  111h 0ECh 0ECh 0  0   
-57       1 6Bh 00h 7 31 67h 1 1 767 0ECh 000h 1024 1024 28  111h 0ECh 0ECh 0  0   
-56       1 6Bh 00h 7 31 67h 1 1 767 0ECh 000h 1024 1024 29  111h 0ECh 0ECh 0  0   
-55       1 6Bh 00h 7 31 67h 1 1 767 0ECh 000h 1024 1024 30  111h 0ECh 0ECh 0  0   
-54       1 6Bh 00h 7 31 67h 1 1 767 0ECh 000h 1024 1024 32  111h 0ECh 0ECh 0  0   
-53       1 6Bh 00h 7 31 67h 1 1 767 0ECh 000h 1024 1024 33  111h 0ECh 0ECh 0  0   
-52       1 6Bh 00h 7 31 67h 1 1 767 0ECh 000h 1024 1024 34  111h 0ECh 0ECh 0  0   
-51       1 6Bh 00h 7 31 67h 1 1 767 0ECh 000h 1024 1024 36  111h 0ECh 0ECh 0  0   
-50       1 6Bh 00h 7 31 67h 1 1 767 0ECh 000h 1024 1024 37  111h 0ECh 0ECh 0  0   
-49       1 6Bh 00h 7 31 67h 1 1 767 0ECh 000h 1024 1024 38  111h 0ECh 0ECh 0  0   
-48       1 6Bh 00h 7 31 67h 1 1 767 0ECh 000h 1024 1024 39  111h 0ECh 0ECh 0  0   
-47       1 6Bh 00h 7 31 67h 1 1 767 0ECh 000h 1024 1024 41  111h 0ECh 0ECh 0  0   
-46       1 6Bh 00h 7 31 67h 1 1 767 0ECh 000h 1024 1024 42  111h 0ECh 0ECh 0  0   
-45       1 6Bh 00h 7 31 67h 1 1 767 0ECh 000h 1024 1024 43  111h 0ECh 0ECh 0  0   
-44       1 6Bh 00h 7 31 67h 1 1 767 0ECh 000h 1024 1024 45  111h 0ECh 0ECh 0  0   
-43       1 6Bh 00h 7 31 67h 1 1 767 0ECh 000h 1024 1024 46  111h 0ECh 0ECh 0  0   
-42       1 6Bh 00h 7 31 67h 1 1 767 0ECh 000h 1024 1024 47  111h 0ECh 0ECh 0  0   
-41       1 6Bh 00h 7 31 67h 1 1 767 0ECh 000h 1024 1024 49  111h 0ECh 0ECh 0  0   
-40       1 6Bh 00h 7 31 67h 1 1 767 0ECh 000h 1024 1024 50  111h 0ECh 0ECh 0  0   
-39       1 6Bh 00h 7 31 67h 1 1 767 0ECh 000h 1024 1024 51  111h 0ECh 0ECh 0  0   
-38       1 6Bh 00h 7 31 67h 1 1 767 0ECh 000h 1024 1024 52  111h 0ECh 0ECh 0  0   
-37       1 6Bh 00h 7 31 67h 1 1 767 0ECh 000h 1024 1024 54  111h 0ECh 0ECh 0  0   
-36       1 6Bh 00h 7 31 67h 1 1 767 0ECh 000h 1024 1024 55  111h 0ECh 0ECh 0  0   
-35       1 6Bh 00h 7 31 67h 1 1 767 0ECh 000h 1024 1024 56  111h 0ECh 0ECh 0  0   
-34       1 6Bh 00h 7 31 67h 1 1 767 0ECh 000h 1024 1024 58  111h 0ECh 0ECh 0  0   
-33       1 6Bh 00h 7 31 67h 1 1 767 0ECh 000h 1024 1024 59  111h 0ECh 0ECh 0  0   
-32       1 6Bh 00h 7 31 67h 1 1 767 0ECh 000h 1024 1024 60  111h 0ECh 0ECh 0  0   
-31       1 6Bh 00h 7 31 67h 1 1 767 0ECh 000h 1024 1024 62  111h 0ECh 0ECh 0  0   
-30       1 6Bh 00h 7 31 67h 1 1 767 0ECh 000h 1024 1024 63  111h 0ECh 0ECh 0  0   
-29       1 6Bh 00h 7 31 67h 1 1 767 0ECh 000h 1024 1024 64  111h 0ECh 0ECh 0  0   
-28       1 6Bh 00h 7 31 67h 1 1 767 0ECh 000h 1024 1024 65  111h 0ECh 0ECh 0  0   
-27       1 6Bh 00h 7 31 67h 1 1 767 0ECh 000h 1024 1024 67  111h 0ECh 0ECh 0  0   
-26       1 6Bh 00h 7 31 67h 1 1 767 0ECh 000h 1024 1024 68  111h 0ECh 0ECh 0  0   
-25       1 6Bh 00h 7 31 67h 1 1 767 0ECh 000h 1024 1024 69  111h 0ECh 0ECh 0  0   
-24       1 6Bh 00h 7 31 67h 1 1 767 0ECh 000h 1024 1024 71  111h 0ECh 0ECh 0  0   
-23       1 6Bh 00h 7 31 67h 1 1 767 0ECh 000h 1024 1024 72  111h 0ECh 0ECh 0  0   
-22       1 6Bh 00h 7 31 67h 1 1 767 0ECh 000h 1024 1024 73  111h 0ECh 0ECh 0  0   
-21       1 6Bh 00h 7 31 67h 1 1 767 0ECh 000h 1024 1024 75  111h 0ECh 0ECh 0  0   
-20       1 6Bh 00h 7 31 67h 1 1 767 0ECh 000h 1024 1024 76  111h 0ECh 0ECh 0  0   
-19       1 6Bh 00h 7 31 67h 1 1 767 0ECh 000h 1024 1024 77  111h 0ECh 0ECh 0  0   
-18       1 6Bh 00h 7 31 67h 1 1 767 0ECh 000h 1024 1024 78  111h 0ECh 0ECh 0  0   
-17       1 6Bh 00h 7 31 67h 1 1 767 0ECh 000h 1024 1024 80  111h 0ECh 0ECh 0  0   
-16       1 6Bh 00h 7 31 67h 1 1 767 0ECh 000h 1024 1024 81  111h 0ECh 0ECh 0  0   
-15       1 6Bh 00h 7 31 67h 1 1 767 0ECh 000h 1024 1024 82  111h 0ECh 0ECh 0  0   
-14       1 6Bh 00h 7 31 67h 1 1 767 0ECh 000h 1024 1024 84  111h 0ECh 0ECh 0  0   
-13       1 6Bh 00h 7 31 67h 1 1 767 0ECh 000h 1024 1024 85  111h 0ECh 0ECh 0  0   
-12       1 6Bh 00h 7 31 67h 1 1 767 0ECh 000h 1024 1024 86  111h 0ECh 0ECh 0  0   
-11       1 6Bh 00h 7 31 67h 1 1 767 0ECh 000h 1024 1024 88  111h 0ECh 0ECh 0  0   
-10       1 6Bh 00h 7 31 67h 1 1 767 0ECh 000h 1024 1024 89  111h 0ECh 0ECh 0  0   
-9        1 6Bh 00h 7 31 67h 1 1 767 0ECh 000h 1024 1024 90  111h 0ECh 0ECh 0  0   
-8        1 6Bh 00h 7 31 67h 1 1 767 0ECh 000h 1024 1024 95  111h 0ECh 0ECh 0  0   
-7        1 6Bh 00h 7 31 67h 1 1 767 0ECh 000h 1024 1024 93  111h 0ECh 0ECh 0  0   
-6        1 6Bh 00h 7 31 67h 1 1 767 0ECh 000h 1024 1024 94  111h 0ECh 0ECh 0  0   
-5        1 6Bh 00h 7 31 67h 1 1 767 0ECh 000h 1024 1024 95  111h 0ECh 0ECh 0  0   
-4        1 6Bh 00h 7 31 67h 1 1 767 0ECh 000h 1024 1024 97  111h 0ECh 0ECh 0  0   
-3        1 6Bh 00h 7 31 67h 1 1 767 0ECh 000h 1024 1024 98  111h 0ECh 0ECh 0  0   
-2        1 6Bh 00h 7 31 67h 1 1 767 0ECh 000h 1024 1024 99  111h 0ECh 0ECh 0  0   
-1        1 6Bh 00h 7 31 67h 1 1 767 0ECh 000h 1024 1024 101 111h 0ECh 0ECh 0  0   
0         1 6Bh 00h 7 31 67h 1 1 767 0ECh 000h 1024 1024 102 111h 0ECh 0ECh 0  0   
1         1 6Bh 00h 7 31 67h 1 1 767 0ECh 000h 1024 1024 103 111h 0ECh 0ECh 0  0   
2         1 6Bh 00h 7 31 67h 1 1 767 0ECh 000h 1024 1024 105 111h 0ECh 0ECh 0  0   
3         1 6Bh 00h 7 31 67h 1 1 767 0ECh 000h 1024 1024 106 111h 0ECh 0ECh 0  0   
4         1 6Bh 00h 7 31 67h 1 1 767 0ECh 000h 1024 1024 107 111h 0ECh 0ECh 0  0   
